0,1,2
ye take care of home,man role be to provid for hi famili while a woman job be to look after her famili,0
i disagre with samir becaus they should stay togeth,woman should toler violenc to keep her famili togeth,0
becaus vishal like to play,boy should not play with doll,1
no if he share some messag with hi father then father will not get angri,woman should toler violenc to keep her famili togeth,0
no becus she can ani kind of cloth it be her human right to wear cloth,girl who wear western and reveal cloth invit harass,3
no nina brother play daili so what if he look after the babi for just one day,take care of children be a girl respons,1
no ramesh should tri to understand her becaus they be now marri for year so he should have discuss thi with her and tri to explain her,affair it be alright for a man to beat hi wife if she be unfaith,2
ye her brother be concern about her and henc do not give her permiss peopl eve teas and henc she do not get permiss,girl should not go out at night or the safest way to protect girl be by them stay at home,0
no she do not deserv to be hit becaus he love her,affair it be alright for a man to beat hi wife if she be unfaith,1
no samir father should be affection toward hi wife,woman should toler violenc to keep her famili togeth,1
i agre with mahesh but she have right to work outsid,man role be to provid for hi famili while a woman job be to look after her famili,2
no it hi parent,woman should toler violenc to keep her famili togeth,0
i disagre with prathamesh becaus hi mother should not get insult hi father should not drink alcohol,woman should toler violenc to keep her famili togeth,0
i agre becaus the fashion be not import for themi disagre becaus she have a right to wear short dress,girl who wear western and reveal cloth invit harass,2
